,progrnumber,stoppointid,lineid,routeid
3064,89,4642,27,27_19
3065,90,2355,27,27_19
3506,1,7026,270,270_42
3507,2,4323,270,270_42
3508,3,4324,270,270_42
3509,4,4769,270,270_42
3510,5,4770,270,270_42
3511,6,4765,270,270_42
3512,7,4766,270,270_42
3513,8,4767,270,270_42
3514,9,4768,270,270_42
3515,10,4325,270,270_42
3516,11,3328,270,270_42
3517,12,3329,270,270_42
3518,13,3330,270,270_42
3519,14,3331,270,270_42
3520,15,3351,270,270_42
3521,16,3332,270,270_42
3522,17,3333,270,270_42
3523,1,3333,270,270_44
3524,2,3334,270,270_44
3525,3,3352,270,270_44
3526,4,3335,270,270_44
3527,5,3336,270,270_44
3528,6,3337,270,270_44
3529,7,3338,270,270_44
3530,8,3339,270,270_44
3531,9,3340,270,270_44
3532,10,4324,270,270_44
3533,11,4769,270,270_44
3534,12,4770,270,270_44
3535,13,4765,270,270_44
3536,14,4766,270,270_44
3537,15,4767,270,270_44
3538,16,4768,270,270_44
3539,17,4326,270,270_44
3540,18,7026,270,270_44
937,1,300,27A,27A_4
938,2,496,27A,27A_4
939,3,7490,27A,27A_4
940,4,497,27A,27A_4
941,5,515,27A,27A_4
942,6,516,27A,27A_4
943,7,4384,27A,27A_4
944,8,519,27A,27A_4
945,9,521,27A,27A_4
946,10,522,27A,27A_4
947,11,7659,27A,27A_4
948,12,523,27A,27A_4
949,13,669,27A,27A_4
950,14,670,27A,27A_4
951,15,671,27A,27A_4
952,16,672,27A,27A_4
953,17,4382,27A,27A_4
954,18,1196,27A,27A_4
955,19,1197,27A,27A_4
956,20,1198,27A,27A_4
957,21,4782,27A,27A_4
958,22,1782,27A,27A_4
959,23,1783,27A,27A_4
960,24,1784,27A,27A_4
961,25,1785,27A,27A_4
962,26,1786,27A,27A_4
963,27,624,27A,27A_4
964,28,625,27A,27A_4
965,29,626,27A,27A_4
966,30,627,27A,27A_4
967,31,628,27A,27A_4
968,32,629,27A,27A_4
969,33,630,27A,27A_4
970,34,4466,27A,27A_4
971,35,633,27A,27A_4
972,36,634,27A,27A_4
973,37,1005,27A,27A_4
974,38,1788,27A,27A_4
975,39,1789,27A,27A_4
976,40,7199,27A,27A_4
13186,1,956,27A,27A_7
13187,2,957,27A,27A_7
13188,3,958,27A,27A_7
13189,4,959,27A,27A_7
13190,5,960,27A,27A_7
13191,6,961,27A,27A_7
13918,7,962,27A,27A_7
13192,8,635,27A,27A_7
13193,9,636,27A,27A_7
13194,10,637,27A,27A_7
13195,11,638,27A,27A_7
13196,12,639,27A,27A_7
13197,13,640,27A,27A_7
13198,14,641,27A,27A_7
13199,15,642,27A,27A_7
13200,16,643,27A,27A_7
13224,17,644,27A,27A_7
13201,18,645,27A,27A_7
13202,19,1796,27A,27A_7
13203,20,1797,27A,27A_7
13204,21,1798,27A,27A_7
13205,22,1799,27A,27A_7
13206,23,1800,27A,27A_7
13207,24,1801,27A,27A_7
13208,25,1277,27A,27A_7
13209,26,1219,27A,27A_7
13210,27,1220,27A,27A_7
13211,28,1221,27A,27A_7
13225,29,664,27A,27A_7
13212,30,665,27A,27A_7
13213,31,666,27A,27A_7
13214,32,667,27A,27A_7
13215,33,668,27A,27A_7
13216,34,614,27A,27A_7
13217,35,615,27A,27A_7
13218,36,616,27A,27A_7
13219,37,617,27A,27A_7
13220,38,618,27A,27A_7
13221,39,619,27A,27A_7
13226,40,675,27A,27A_7
13222,41,620,27A,27A_7
13223,42,7568,27A,27A_7
2761,1,300,27B,27B_23
2762,2,7490,27B,27B_23
2763,3,497,27B,27B_23
2764,4,515,27B,27B_23
2765,5,516,27B,27B_23
2766,6,4384,27B,27B_23
2767,7,519,27B,27B_23
2768,8,521,27B,27B_23
2769,9,522,27B,27B_23
2770,10,7659,27B,27B_23
2771,11,523,27B,27B_23
2772,12,669,27B,27B_23
2773,13,670,27B,27B_23
2774,14,671,27B,27B_23
2775,15,672,27B,27B_23
2776,16,4382,27B,27B_23
2777,17,1196,27B,27B_23
2778,18,1197,27B,27B_23
2779,19,1198,27B,27B_23
2780,20,1222,27B,27B_23
2781,21,1223,27B,27B_23
2782,22,1224,27B,27B_23
2783,23,1225,27B,27B_23
2784,24,1226,27B,27B_23
2785,25,1227,27B,27B_23
2786,26,1228,27B,27B_23
2787,27,1244,27B,27B_23
2788,28,254,27B,27B_23
2789,29,1246,27B,27B_23
2790,30,1229,27B,27B_23
2791,31,1231,27B,27B_23
2792,32,1232,27B,27B_23
2793,33,1233,27B,27B_23
2794,34,1234,27B,27B_23
2795,35,7358,27B,27B_23
2796,36,5174,27B,27B_23
2797,37,6078,27B,27B_23
2798,38,7112,27B,27B_23
2799,39,972,27B,27B_23
2800,40,1625,27B,27B_23
2801,41,1626,27B,27B_23
2802,42,1627,27B,27B_23
2803,43,1628,27B,27B_23
2804,44,1629,27B,27B_23
2805,45,6234,27B,27B_23
2806,46,332,27B,27B_23
2715,1,324,27B,27B_34
11771,2,7479,27B,27B_34
11220,3,7484,27B,27B_34
10450,4,7485,27B,27B_34
12164,6,7487,27B,27B_34
2716,7,1634,27B,27B_34
2717,8,1635,27B,27B_34
2718,9,1636,27B,27B_34
2719,10,1637,27B,27B_34
2720,11,1638,27B,27B_34
2721,12,992,27B,27B_34
2722,13,7044,27B,27B_34
2723,14,993,27B,27B_34
2724,15,5060,27B,27B_34
2725,16,5061,27B,27B_34
2726,17,1231,27B,27B_34
2727,18,1232,27B,27B_34
2728,19,1233,27B,27B_34
2729,20,1234,27B,27B_34
2730,21,7358,27B,27B_34
2731,22,1235,27B,27B_34
2732,23,1251,27B,27B_34
2733,24,253,27B,27B_34
2734,25,5033,27B,27B_34
2735,26,7130,27B,27B_34
2736,27,1237,27B,27B_34
2737,28,1238,27B,27B_34
2738,29,1239,27B,27B_34
2739,30,247,27B,27B_34
2740,31,1240,27B,27B_34
2741,32,1241,27B,27B_34
2742,33,1242,27B,27B_34
2743,34,1277,27B,27B_34
2744,35,1219,27B,27B_34
2745,36,1220,27B,27B_34
2746,37,1221,27B,27B_34
2747,38,664,27B,27B_34
2748,39,665,27B,27B_34
2749,40,666,27B,27B_34
2750,41,667,27B,27B_34
2751,42,668,27B,27B_34
2752,43,614,27B,27B_34
2753,44,615,27B,27B_34
2754,45,616,27B,27B_34
2755,46,617,27B,27B_34
2756,47,618,27B,27B_34
2757,48,619,27B,27B_34
2758,49,675,27B,27B_34
2759,50,4415,27B,27B_34
11862,50,303,27B,27B_34
2760,51,303,27B,27B_34
8678,1,4595,27X,27X_42
8679,2,4596,27X,27X_42
8680,3,4563,27X,27X_42
8681,4,1218,27X,27X_42
8682,5,1258,27X,27X_42
8683,6,1259,27X,27X_42
8684,7,1260,27X,27X_42
8685,8,6130,27X,27X_42
8686,9,1262,27X,27X_42
8687,10,4692,27X,27X_42
8688,11,1245,27X,27X_42
8689,12,4693,27X,27X_42
8690,13,1254,27X,27X_42
8691,14,1255,27X,27X_42
8692,15,1256,27X,27X_42
8693,16,4694,27X,27X_42
8694,17,1249,27X,27X_42
8695,18,1247,27X,27X_42
8696,19,1248,27X,27X_42
8697,20,1273,27X,27X_42
8698,21,1274,27X,27X_42
8699,22,1275,27X,27X_42
8700,23,1276,27X,27X_42
8701,24,1277,27X,27X_42
8702,25,1219,27X,27X_42
8703,26,1220,27X,27X_42
8704,27,1221,27X,27X_42
8705,28,664,27X,27X_42
8706,29,614,27X,27X_42
8707,30,4415,27X,27X_42
8708,31,302,27X,27X_42
8709,32,4495,27X,27X_42
8710,33,405,27X,27X_42
12160,33,2809,27X,27X_42
8711,34,408,27X,27X_42
8712,35,409,27X,27X_42
8713,36,411,27X,27X_42
8714,37,414,27X,27X_42
8715,38,416,27X,27X_42
8716,39,417,27X,27X_42
8717,40,418,27X,27X_42
8718,41,419,27X,27X_42
8719,42,420,27X,27X_42
8720,43,2088,27X,27X_42
8721,44,2089,27X,27X_42
8722,45,763,27X,27X_42
8723,46,4952,27X,27X_42
8724,1,4952,27X,27X_43
8725,2,768,27X,27X_43
8726,3,2085,27X,27X_43
8727,4,2086,27X,27X_43
8728,5,479,27X,27X_43
8729,6,480,27X,27X_43
8730,7,481,27X,27X_43
8731,8,482,27X,27X_43
8732,9,483,27X,27X_43
8733,10,485,27X,27X_43
8734,11,488,27X,27X_43
8735,12,491,27X,27X_43
8736,13,493,27X,27X_43
8737,14,494,27X,27X_43
8738,15,495,27X,27X_43
8739,16,496,27X,27X_43
8740,17,7490,27X,27X_43
10990,18,497,27X,27X_43
11863,18,7659,27X,27X_43
8741,19,7659,27X,27X_43
11864,19,523,27X,27X_43
8742,20,523,27X,27X_43
11865,20,4382,27X,27X_43
8743,21,4382,27X,27X_43
11866,21,1196,27X,27X_43
8744,22,1196,27X,27X_43
11867,22,1197,27X,27X_43
8745,23,1197,27X,27X_43
11868,23,1198,27X,27X_43
8746,24,1198,27X,27X_43
11869,24,1199,27X,27X_43
8747,25,1199,27X,27X_43
11870,25,1200,27X,27X_43
8748,26,1200,27X,27X_43
11871,26,4385,27X,27X_43
8749,27,4385,27X,27X_43
11872,27,1201,27X,27X_43
8750,28,1201,27X,27X_43
11873,28,4695,27X,27X_43
8751,29,4695,27X,27X_43
11874,29,1243,27X,27X_43
8752,30,1243,27X,27X_43
11875,30,4696,27X,27X_43
8753,31,4696,27X,27X_43
11876,31,4697,27X,27X_43
8754,32,4697,27X,27X_43
11877,32,1250,27X,27X_43
8755,33,1250,27X,27X_43
11878,33,4698,27X,27X_43
8756,34,4698,27X,27X_43
11879,34,4383,27X,27X_43
8757,35,4383,27X,27X_43
11880,35,4699,27X,27X_43
8758,36,4699,27X,27X_43
11881,36,4388,27X,27X_43
8759,37,4388,27X,27X_43
11882,37,4700,27X,27X_43
8760,38,4700,27X,27X_43
11883,38,1266,27X,27X_43
8761,39,1266,27X,27X_43
11884,39,1267,27X,27X_43
8762,40,1267,27X,27X_43
11885,40,1268,27X,27X_43
8763,41,1268,27X,27X_43
11886,41,1269,27X,27X_43
8764,42,1269,27X,27X_43
11887,42,1265,27X,27X_43
8765,43,1265,27X,27X_43
11888,43,6115,27X,27X_43
8766,44,6115,27X,27X_43
11889,45,4593,27X,27X_43
8767,46,4593,27X,27X_43
11890,46,4594,27X,27X_43
8768,47,4594,27X,27X_43
1847,1,289,29A,29A_14
10451,2,7617,29A,29A_14
1848,3,496,29A,29A_14
1849,4,7490,29A,29A_14
1850,5,515,29A,29A_14
1851,6,516,29A,29A_14
1852,7,4384,29A,29A_14
1853,8,519,29A,29A_14
1854,9,521,29A,29A_14
1855,10,522,29A,29A_14
1856,11,7659,29A,29A_14
1857,12,523,29A,29A_14
1858,13,525,29A,29A_14
1859,14,526,29A,29A_14
1860,15,527,29A,29A_14
1861,16,528,29A,29A_14
1862,17,529,29A,29A_14
1863,18,530,29A,29A_14
1864,19,531,29A,29A_14
1865,20,709,29A,29A_14
1866,21,532,29A,29A_14
1867,22,649,29A,29A_14
1868,23,650,29A,29A_14
1869,24,651,29A,29A_14
1870,25,4472,29A,29A_14
1871,26,4386,29A,29A_14
1872,27,653,29A,29A_14
1873,28,722,29A,29A_14
1874,29,723,29A,29A_14
1875,30,724,29A,29A_14
1876,31,725,29A,29A_14
1877,32,726,29A,29A_14
1878,33,727,29A,29A_14
1879,34,728,29A,29A_14
1880,35,729,29A,29A_14
1881,36,730,29A,29A_14
1882,37,5160,29A,29A_14
1883,38,5155,29A,29A_14
1884,39,4806,29A,29A_14
1885,40,5156,29A,29A_14
1886,41,7552,29A,29A_14
1887,42,924,29A,29A_14
1888,43,925,29A,29A_14
1889,44,927,29A,29A_14
1890,45,938,29A,29A_14
1801,1,950,29A,29A_15
1802,2,915,29A,29A_15
1803,3,916,29A,29A_15
1804,4,917,29A,29A_15
1805,5,918,29A,29A_15
1806,6,919,29A,29A_15
1807,7,7551,29A,29A_15
1808,8,4800,29A,29A_15
1809,9,5157,29A,29A_15
1810,10,5154,29A,29A_15
1811,11,4804,29A,29A_15
1812,12,738,29A,29A_15
1813,13,739,29A,29A_15
1814,14,740,29A,29A_15
1815,15,741,29A,29A_15
1816,16,742,29A,29A_15
1817,17,743,29A,29A_15
1818,18,744,29A,29A_15
1819,19,745,29A,29A_15
1820,20,600,29A,29A_15
1821,21,654,29A,29A_15
1822,22,655,29A,29A_15
1823,23,656,29A,29A_15
1824,24,657,29A,29A_15
1825,25,658,29A,29A_15
1826,26,659,29A,29A_15
1827,27,604,29A,29A_15
1828,28,605,29A,29A_15
1829,29,606,29A,29A_15
1830,30,607,29A,29A_15
1831,31,608,29A,29A_15
1832,32,609,29A,29A_15
1833,33,610,29A,29A_15
1834,34,611,29A,29A_15
1835,35,612,29A,29A_15
1836,36,613,29A,29A_15
1837,37,614,29A,29A_15
1838,38,615,29A,29A_15
1839,39,616,29A,29A_15
1840,40,617,29A,29A_15
1841,41,618,29A,29A_15
1842,42,619,29A,29A_15
1843,43,675,29A,29A_15
1844,44,620,29A,29A_15
1845,45,621,29A,29A_15
1846,46,291,29A,29A_15
10501,1,621,31,31_17
10502,2,289,31,31_17
10503,3,496,31,31_17
10504,4,7490,31,31_17
10505,5,515,31,31_17
10506,6,516,31,31_17
10507,7,4384,31,31_17
10508,8,519,31,31_17
10509,9,521,31,31_17
10510,10,522,31,31_17
10511,11,7659,31,31_17
10512,12,523,31,31_17
10513,13,525,31,31_17
10514,14,526,31,31_17
10515,15,527,31,31_17
10516,16,528,31,31_17
10517,17,529,31,31_17
10518,18,530,31,31_17
10519,19,531,31,31_17
10520,20,709,31,31_17
10521,21,532,31,31_17
10522,22,533,31,31_17
10523,23,534,31,31_17
10524,24,535,31,31_17
10525,25,536,31,31_17
10526,26,537,31,31_17
10527,27,538,31,31_17
10528,28,539,31,31_17
10529,29,540,31,31_17
10530,30,541,31,31_17
10531,31,542,31,31_17
10532,32,543,31,31_17
10533,33,544,31,31_17
10534,34,545,31,31_17
10535,35,546,31,31_17
10536,36,547,31,31_17
10537,37,548,31,31_17
10538,38,549,31,31_17
10539,39,550,31,31_17
10540,40,551,31,31_17
10541,41,552,31,31_17
10542,42,553,31,31_17
10543,43,554,31,31_17
10544,44,555,31,31_17
10545,45,557,31,31_17
10546,46,558,31,31_17
10547,47,559,31,31_17
10548,48,560,31,31_17
10549,49,562,31,31_17
10550,50,563,31,31_17
10551,51,564,31,31_17
10552,52,565,31,31_17
10553,53,566,31,31_17
10554,54,707,31,31_17
10555,55,708,31,31_17
10556,56,731,31,31_17
10557,57,710,31,31_17
10558,58,711,31,31_17
10559,59,712,31,31_17
10560,60,713,31,31_17
10561,61,714,31,31_17
10562,62,715,31,31_17
10563,63,716,31,31_17
10564,64,717,31,31_17
10565,65,718,31,31_17
10566,66,719,31,31_17
10567,67,720,31,31_17
10568,68,721,31,31_17
10569,69,693,31,31_17
10570,70,585,31,31_17
2115,1,567,31,31_18
2116,2,568,31,31_18
2117,3,569,31,31_18
2118,4,570,31,31_18
2119,5,571,31,31_18
2120,6,572,31,31_18
2121,7,573,31,31_18
2122,8,574,31,31_18
2123,9,575,31,31_18
2124,10,576,31,31_18
2125,11,577,31,31_18
2126,12,579,31,31_18
2127,13,580,31,31_18
2128,14,581,31,31_18
2129,15,582,31,31_18
2130,16,583,31,31_18
2131,17,584,31,31_18
2132,18,585,31,31_18
2133,19,586,31,31_18
2134,20,587,31,31_18
2135,21,588,31,31_18
2136,22,589,31,31_18
2137,23,590,31,31_18
2138,24,591,31,31_18
2139,25,592,31,31_18
2140,26,593,31,31_18
2141,27,594,31,31_18
2142,28,595,31,31_18
2143,29,596,31,31_18
2144,30,597,31,31_18
2145,31,598,31,31_18
2146,32,599,31,31_18
2147,33,600,31,31_18
2148,34,601,31,31_18
2149,35,602,31,31_18
2150,36,603,31,31_18
2151,37,604,31,31_18
2152,38,605,31,31_18
2153,39,606,31,31_18
2154,40,607,31,31_18
2155,41,608,31,31_18
2156,42,609,31,31_18
2157,43,610,31,31_18
2158,44,611,31,31_18
2159,45,612,31,31_18
2160,46,613,31,31_18
2161,47,614,31,31_18
2162,48,615,31,31_18
2163,49,616,31,31_18
2164,50,617,31,31_18
2165,51,618,31,31_18
2166,52,619,31,31_18
2167,53,675,31,31_18
2168,54,620,31,31_18
2169,55,7569,31,31_18
1967,1,621,31A,31A_25
1968,2,289,31A,31A_25
1969,3,496,31A,31A_25
1970,4,7490,31A,31A_25
1971,5,515,31A,31A_25
1972,6,516,31A,31A_25
1973,7,4384,31A,31A_25
1974,8,519,31A,31A_25
1975,9,521,31A,31A_25
1976,10,522,31A,31A_25
1977,11,7659,31A,31A_25
1978,12,523,31A,31A_25
1979,13,525,31A,31A_25
1980,14,526,31A,31A_25
1981,15,527,31A,31A_25
1982,16,528,31A,31A_25
1983,17,529,31A,31A_25
1984,18,530,31A,31A_25
1985,19,531,31A,31A_25
1986,20,709,31A,31A_25
1987,21,532,31A,31A_25
1988,22,533,31A,31A_25
1989,23,534,31A,31A_25
1990,24,535,31A,31A_25
1991,25,536,31A,31A_25
1992,26,537,31A,31A_25
1993,27,538,31A,31A_25
1994,28,539,31A,31A_25
1995,29,540,31A,31A_25
1996,30,541,31A,31A_25
1997,31,542,31A,31A_25
1998,32,543,31A,31A_25
1999,33,544,31A,31A_25
2000,34,545,31A,31A_25
2001,35,546,31A,31A_25
2002,36,547,31A,31A_25
2003,37,548,31A,31A_25
2004,38,549,31A,31A_25
2005,39,550,31A,31A_25
2006,40,551,31A,31A_25
2007,41,552,31A,31A_25
2008,42,553,31A,31A_25
2009,43,554,31A,31A_25
2010,44,555,31A,31A_25
2011,45,557,31A,31A_25
2012,46,558,31A,31A_25
2013,47,559,31A,31A_25
2014,48,560,31A,31A_25
2015,49,562,31A,31A_25
2016,50,563,31A,31A_25
2017,51,564,31A,31A_25
2018,52,565,31A,31A_25
2019,53,566,31A,31A_25
2020,54,707,31A,31A_25
2021,55,708,31A,31A_25
2022,56,731,31A,31A_25
2023,57,710,31A,31A_25
2024,58,711,31A,31A_25
2025,59,712,31A,31A_25
2026,60,713,31A,31A_25
2027,61,714,31A,31A_25
2028,62,715,31A,31A_25
2029,63,716,31A,31A_25
2030,64,717,31A,31A_25
2031,65,718,31A,31A_25
2032,66,719,31A,31A_25
2033,67,720,31A,31A_25
2034,68,680,31A,31A_25
2035,69,681,31A,31A_25
2036,70,682,31A,31A_25
2037,71,683,31A,31A_25
2038,72,684,31A,31A_25
2039,73,685,31A,31A_25
2040,74,686,31A,31A_25
2041,1,686,31A,31A_26
2042,2,688,31A,31A_26
2043,3,689,31A,31A_26
2044,4,690,31A,31A_26
2045,5,5062,31A,31A_26
2046,6,691,31A,31A_26
2047,7,692,31A,31A_26
2048,8,695,31A,31A_26
2049,9,696,31A,31A_26
2050,10,697,31A,31A_26
2051,11,698,31A,31A_26
2052,12,699,31A,31A_26
2053,13,700,31A,31A_26
2054,14,701,31A,31A_26
2055,15,702,31A,31A_26
2056,16,703,31A,31A_26
2057,17,704,31A,31A_26
2058,18,705,31A,31A_26
2059,19,706,31A,31A_26
2060,20,567,31A,31A_26
2061,21,568,31A,31A_26
2062,22,569,31A,31A_26
2063,23,570,31A,31A_26
2064,24,571,31A,31A_26
2065,25,572,31A,31A_26
2066,26,573,31A,31A_26
2067,27,574,31A,31A_26
2068,28,575,31A,31A_26
2069,29,576,31A,31A_26
2070,30,577,31A,31A_26
2071,31,579,31A,31A_26
2072,32,580,31A,31A_26
2073,33,581,31A,31A_26
2074,34,582,31A,31A_26
2075,35,583,31A,31A_26
2076,36,584,31A,31A_26
2077,37,585,31A,31A_26
2078,38,586,31A,31A_26
2079,39,587,31A,31A_26
2080,40,588,31A,31A_26
2081,41,589,31A,31A_26
2082,42,590,31A,31A_26
2083,43,591,31A,31A_26
2084,44,592,31A,31A_26
2085,45,593,31A,31A_26
2086,46,594,31A,31A_26
2087,47,595,31A,31A_26
2088,48,596,31A,31A_26
2089,49,597,31A,31A_26
2114,50,598,31A,31A_26
2090,51,599,31A,31A_26
2091,52,600,31A,31A_26
2092,53,601,31A,31A_26
2093,54,602,31A,31A_26
2094,55,603,31A,31A_26
2095,56,604,31A,31A_26
2096,57,605,31A,31A_26
2097,58,606,31A,31A_26
2098,59,607,31A,31A_26
2099,60,608,31A,31A_26
2100,61,609,31A,31A_26
2101,62,610,31A,31A_26
2102,63,611,31A,31A_26
2103,64,612,31A,31A_26
2104,65,613,31A,31A_26
2105,66,614,31A,31A_26
2106,67,615,31A,31A_26
2107,68,616,31A,31A_26
2108,69,617,31A,31A_26
2109,70,618,31A,31A_26
2110,71,619,31A,31A_26
2111,72,675,31A,31A_26
2112,73,620,31A,31A_26
2113,74,7569,31A,31A_26
10123,1,621,31B,31B_44
10124,2,289,31B,31B_44
10125,3,496,31B,31B_44
10126,4,7490,31B,31B_44
10127,5,515,31B,31B_44
10128,6,516,31B,31B_44
10190,7,4384,31B,31B_44
10129,8,519,31B,31B_44
10130,9,521,31B,31B_44
10131,10,522,31B,31B_44
10132,11,7659,31B,31B_44
10133,12,523,31B,31B_44
10134,13,525,31B,31B_44
10135,14,526,31B,31B_44
10136,15,527,31B,31B_44
10137,16,528,31B,31B_44
10138,17,529,31B,31B_44
10139,18,530,31B,31B_44
10140,19,531,31B,31B_44
10141,20,709,31B,31B_44
10142,21,532,31B,31B_44
10143,22,533,31B,31B_44
10144,23,534,31B,31B_44
10145,24,535,31B,31B_44
10146,25,536,31B,31B_44
10147,26,537,31B,31B_44
10148,27,538,31B,31B_44
10149,28,539,31B,31B_44
10150,29,540,31B,31B_44
10151,30,541,31B,31B_44
10152,31,542,31B,31B_44
10153,32,543,31B,31B_44
10154,33,544,31B,31B_44
10155,34,545,31B,31B_44
10156,35,546,31B,31B_44
10157,36,547,31B,31B_44
10158,37,548,31B,31B_44
10159,38,549,31B,31B_44
10160,39,677,31B,31B_44
10161,40,678,31B,31B_44
10162,41,679,31B,31B_44
10163,42,680,31B,31B_44
10164,43,681,31B,31B_44
10165,44,682,31B,31B_44
10166,45,683,31B,31B_44
10167,46,684,31B,31B_44
10168,47,685,31B,31B_44
10169,48,686,31B,31B_44
10170,49,688,31B,31B_44
10171,50,689,31B,31B_44
10172,51,690,31B,31B_44
10173,52,5062,31B,31B_44
10174,53,691,31B,31B_44
10175,54,692,31B,31B_44
10176,55,694,31B,31B_44
10177,56,695,31B,31B_44
10178,57,696,31B,31B_44
10179,58,697,31B,31B_44
10180,59,698,31B,31B_44
10181,60,699,31B,31B_44
10182,61,700,31B,31B_44
10183,62,701,31B,31B_44
10184,63,702,31B,31B_44
10185,64,703,31B,31B_44
10186,65,704,31B,31B_44
10187,66,705,31B,31B_44
10188,67,706,31B,31B_44
10189,68,707,31B,31B_44
1891,1,557,31B,31B_46
1892,2,558,31B,31B_46
1893,3,559,31B,31B_46
1894,4,560,31B,31B_46
1895,5,562,31B,31B_46
1896,6,563,31B,31B_46
1897,7,564,31B,31B_46
1898,8,565,31B,31B_46
1899,9,566,31B,31B_46
1900,10,707,31B,31B_46
1901,11,708,31B,31B_46
1902,12,731,31B,31B_46
1903,13,710,31B,31B_46
1904,14,711,31B,31B_46
1905,15,712,31B,31B_46
1906,16,713,31B,31B_46
1907,17,714,31B,31B_46
1908,18,715,31B,31B_46
1909,19,716,31B,31B_46
1910,20,717,31B,31B_46
1911,21,718,31B,31B_46
1912,22,719,31B,31B_46
1913,23,720,31B,31B_46
1914,24,721,31B,31B_46
1915,25,680,31B,31B_46
1916,26,681,31B,31B_46
1917,27,682,31B,31B_46
1918,28,683,31B,31B_46
1919,29,684,31B,31B_46
1920,30,685,31B,31B_46
1921,31,686,31B,31B_46
1922,32,688,31B,31B_46
1923,33,689,31B,31B_46
1924,34,690,31B,31B_46
1925,35,5062,31B,31B_46
1926,36,691,31B,31B_46
1927,37,692,31B,31B_46
1928,38,693,31B,31B_46
1929,39,585,31B,31B_46
1930,40,586,31B,31B_46
1931,41,587,31B,31B_46
1932,42,588,31B,31B_46
1933,43,589,31B,31B_46
1934,44,590,31B,31B_46
1935,45,591,31B,31B_46
1936,46,592,31B,31B_46
1937,47,593,31B,31B_46
1938,48,594,31B,31B_46
1939,49,595,31B,31B_46
1940,50,596,31B,31B_46
1941,51,597,31B,31B_46
1942,52,598,31B,31B_46
1943,53,599,31B,31B_46
1944,54,600,31B,31B_46
1945,55,601,31B,31B_46
1946,56,602,31B,31B_46
1947,57,603,31B,31B_46
1948,58,604,31B,31B_46
1949,59,605,31B,31B_46
1950,60,606,31B,31B_46
1951,61,607,31B,31B_46
1952,62,608,31B,31B_46
1953,63,609,31B,31B_46
1954,64,610,31B,31B_46
1955,65,611,31B,31B_46
1956,66,612,31B,31B_46
1957,67,613,31B,31B_46
1958,68,614,31B,31B_46
1959,69,615,31B,31B_46
1960,70,616,31B,31B_46
1961,71,617,31B,31B_46
1962,72,618,31B,31B_46
1963,73,619,31B,31B_46
1964,74,675,31B,31B_46
1965,75,620,31B,31B_46
1966,76,7569,31B,31B_46
8511,1,7571,31D,31D_50
8512,2,1190,31D,31D_50
8513,3,1191,31D,31D_50
8514,4,1192,31D,31D_50
8515,5,1193,31D,31D_50
8516,6,1194,31D,31D_50
8517,7,1195,31D,31D_50
8518,8,674,31D,31D_50
8519,9,4389,31D,31D_50
8520,10,4390,31D,31D_50
8521,11,530,31D,31D_50
8522,12,531,31D,31D_50
8523,13,709,31D,31D_50
8524,14,532,31D,31D_50
8525,15,533,31D,31D_50
8526,16,534,31D,31D_50
8527,17,535,31D,31D_50
8528,18,536,31D,31D_50
8529,19,537,31D,31D_50
8530,20,538,31D,31D_50
8531,21,539,31D,31D_50
8532,22,540,31D,31D_50
8533,23,541,31D,31D_50
8534,24,542,31D,31D_50
8535,25,543,31D,31D_50
8536,26,544,31D,31D_50
8537,27,545,31D,31D_50
8538,28,546,31D,31D_50
8539,29,910,31D,31D_50
8540,30,911,31D,31D_50
8541,31,912,31D,31D_50
8542,32,913,31D,31D_50
8475,1,928,31D,31D_51
8476,2,929,31D,31D_51
8477,3,930,31D,31D_51
8478,4,931,31D,31D_51
8479,5,587,31D,31D_51
8480,6,588,31D,31D_51
8481,7,589,31D,31D_51
8482,8,590,31D,31D_51
8483,9,591,31D,31D_51
8484,10,592,31D,31D_51
8485,11,593,31D,31D_51
8486,12,594,31D,31D_51
8487,13,595,31D,31D_51
8488,14,596,31D,31D_51
8489,15,597,31D,31D_51
8490,16,598,31D,31D_51
8491,17,599,31D,31D_51
8492,18,600,31D,31D_51
8493,19,601,31D,31D_51
8494,20,602,31D,31D_51
8495,21,603,31D,31D_51
8496,22,604,31D,31D_51
8497,23,605,31D,31D_51
8498,24,606,31D,31D_51
8499,25,607,31D,31D_51
8500,26,608,31D,31D_51
8501,27,4791,31D,31D_51
8502,28,4792,31D,31D_51
8503,29,1185,31D,31D_51
8504,30,1186,31D,31D_51
8505,31,1187,31D,31D_51
8506,32,1188,31D,31D_51
8507,33,237,31D,31D_51
8508,34,206,31D,31D_51
8509,35,1643,31D,31D_51
8510,36,7571,31D,31D_51
977,1,621,32,32_57
978,2,289,32,32_57
979,3,496,32,32_57
980,4,7490,32,32_57
981,5,515,32,32_57
982,6,516,32,32_57
983,7,4384,32,32_57
984,8,519,32,32_57
985,9,521,32,32_57
986,10,522,32,32_57
987,11,7659,32,32_57
988,12,523,32,32_57
989,13,525,32,32_57
990,14,526,32,32_57
991,15,527,32,32_57
992,16,528,32,32_57
993,17,529,32,32_57
994,18,530,32,32_57
995,19,531,32,32_57
996,20,709,32,32_57
997,21,532,32,32_57
998,22,533,32,32_57
999,23,534,32,32_57
1000,24,535,32,32_57
1001,25,536,32,32_57
1002,26,537,32,32_57
1003,27,538,32,32_57
1004,28,539,32,32_57
1005,29,540,32,32_57
1006,30,541,32,32_57
