,progrnumber,stoppointid,lineid,routeid
12147,60,3966,66X,66X_92
7011,61,3918,66X,66X_92
12148,61,5113,66X,66X_92
7012,62,5114,66X,66X_92
12149,62,3918,66X,66X_92
12150,63,5114,66X,66X_92
7618,1,3980,66X,66X_97
7619,2,6089,66X,66X_97
7620,3,3981,66X,66X_97
7621,4,3982,66X,66X_97
7622,5,3983,66X,66X_97
7623,6,3985,66X,66X_97
7624,7,3986,66X,66X_97
7625,8,7313,66X,66X_97
7626,9,6164,66X,66X_97
7627,10,6159,66X,66X_97
7628,11,6160,66X,66X_97
7629,12,6161,66X,66X_97
7630,13,3991,66X,66X_97
7631,14,3998,66X,66X_97
7632,15,3999,66X,66X_97
7633,16,4000,66X,66X_97
7634,17,4001,66X,66X_97
7635,18,7193,66X,66X_97
7636,19,7049,66X,66X_97
7637,20,2236,66X,66X_97
7638,21,2239,66X,66X_97
7639,22,2241,66X,66X_97
7640,23,2242,66X,66X_97
7641,24,7435,66X,66X_97
7642,25,2722,66X,66X_97
7643,26,4413,66X,66X_97
7644,27,1476,66X,66X_97
7645,28,7453,66X,66X_97
7646,29,1478,66X,66X_97
7647,30,1479,66X,66X_97
7648,31,315,66X,66X_97
7649,32,336,66X,66X_97
7650,33,406,66X,66X_97
7651,34,747,66X,66X_97
7652,35,748,66X,66X_97
7653,36,749,66X,66X_97
7654,37,750,66X,66X_97
7655,38,751,66X,66X_97
7656,39,752,66X,66X_97
7657,40,753,66X,66X_97
7658,41,754,66X,66X_97
7659,42,755,66X,66X_97
7660,43,756,66X,66X_97
7661,44,757,66X,66X_97
7662,45,758,66X,66X_97
7663,46,759,66X,66X_97
7664,47,760,66X,66X_97
7665,48,761,66X,66X_97
7666,49,762,66X,66X_97
7667,50,763,66X,66X_97
7668,51,4952,66X,66X_97
4100,1,7391,67,67_4
4101,2,493,67,67_4
4102,3,494,67,67_4
4103,4,495,67,67_4
4104,5,400,67,67_4
4105,6,346,67,67_4
4106,7,317,67,67_4
4107,8,312,67,67_4
4108,9,1444,67,67_4
4109,10,1445,67,67_4
4110,11,7078,67,67_4
4111,12,1449,67,67_4
4112,13,1450,67,67_4
4113,14,1451,67,67_4
4114,15,2191,67,67_4
4115,16,2192,67,67_4
4116,17,2193,67,67_4
4117,18,2194,67,67_4
4118,19,2195,67,67_4
4119,20,2196,67,67_4
4120,21,2197,67,67_4
4121,22,2198,67,67_4
4122,23,2200,67,67_4
4123,24,2201,67,67_4
4124,25,7239,67,67_4
4125,26,4401,67,67_4
4126,27,2213,67,67_4
4127,28,2214,67,67_4
4128,29,2215,67,67_4
4129,30,2216,67,67_4
4130,31,4599,67,67_4
4131,32,2217,67,67_4
4132,33,2218,67,67_4
4133,34,2219,67,67_4
4134,35,3365,67,67_4
4135,36,3366,67,67_4
4136,37,3367,67,67_4
4137,38,3886,67,67_4
4138,39,3887,67,67_4
4139,40,3888,67,67_4
4140,41,7186,67,67_4
4141,42,7187,67,67_4
4142,43,3947,67,67_4
4143,44,3892,67,67_4
4144,45,3893,67,67_4
4145,46,3895,67,67_4
4146,47,3896,67,67_4
4147,48,3897,67,67_4
4148,49,3898,67,67_4
4149,50,3899,67,67_4
4150,51,3900,67,67_4
4151,52,3901,67,67_4
4152,53,3902,67,67_4
4153,54,3904,67,67_4
4154,55,3905,67,67_4
4155,56,3906,67,67_4
4156,57,3907,67,67_4
4157,58,3908,67,67_4
4158,59,3909,67,67_4
4159,60,5118,67,67_4
4160,61,3910,67,67_4
4161,62,3911,67,67_4
4162,63,3912,67,67_4
4163,64,3913,67,67_4
4164,65,3914,67,67_4
4165,66,7075,67,67_4
4166,67,3925,67,67_4
4167,68,3008,67,67_4
4168,69,6089,67,67_4
4169,1,3917,67,67_6
4170,2,3918,67,67_6
4171,3,3926,67,67_6
4172,4,7074,67,67_6
4173,5,3919,67,67_6
4174,6,3920,67,67_6
4175,7,3921,67,67_6
4176,8,3922,67,67_6
4177,9,3923,67,67_6
4178,10,3112,67,67_6
4179,11,3924,67,67_6
4180,12,3927,67,67_6
4181,13,3928,67,67_6
4182,14,3929,67,67_6
4183,15,7108,67,67_6
4184,16,3935,67,67_6
4185,17,3936,67,67_6
4186,18,7110,67,67_6
4187,19,3938,67,67_6
4188,20,3939,67,67_6
4189,21,3940,67,67_6
4190,22,3941,67,67_6
4191,23,3943,67,67_6
4192,24,3944,67,67_6
4193,25,3945,67,67_6
4194,26,3946,67,67_6
4195,27,4001,67,67_6
4196,28,3949,67,67_6
4197,29,3950,67,67_6
4198,30,3372,67,67_6
4199,31,3373,67,67_6
4200,32,3374,67,67_6
4201,33,2233,67,67_6
4202,34,2232,67,67_6
4203,35,2234,67,67_6
4204,36,2235,67,67_6
4205,37,2236,67,67_6
4206,38,2237,67,67_6
4207,39,2238,67,67_6
4208,40,5056,67,67_6
4209,41,2239,67,67_6
4210,42,2241,67,67_6
4211,43,2242,67,67_6
4212,44,2243,67,67_6
4213,45,2244,67,67_6
4214,46,2245,67,67_6
4215,47,2246,67,67_6
4216,48,2247,67,67_6
4217,49,2248,67,67_6
4218,50,2249,67,67_6
4219,51,2250,67,67_6
4220,52,2251,67,67_6
4221,53,1472,67,67_6
4222,54,4408,67,67_6
4223,55,1473,67,67_6
4224,56,1474,67,67_6
4225,57,1476,67,67_6
4226,58,7453,67,67_6
4227,59,1478,67,67_6
4228,60,1479,67,67_6
4229,61,315,67,67_6
11988,62,347,67,67_6
4230,63,406,67,67_6
4231,64,2810,67,67_6
4232,65,7385,67,67_6
8817,1,3921,67X,67X_41
8818,2,3922,67X,67X_41
8819,3,3923,67X,67X_41
8820,4,7079,67X,67X_41
8821,5,7080,67X,67X_41
8822,6,7081,67X,67X_41
8823,7,7565,67X,67X_41
8824,8,7082,67X,67X_41
8825,9,7083,67X,67X_41
8826,10,7084,67X,67X_41
8827,11,7108,67X,67X_41
8828,12,3935,67X,67X_41
8829,13,3936,67X,67X_41
8830,14,3938,67X,67X_41
8831,15,3939,67X,67X_41
8832,16,3940,67X,67X_41
8833,17,3941,67X,67X_41
8834,18,3943,67X,67X_41
8835,19,3944,67X,67X_41
8836,20,3945,67X,67X_41
8837,21,3946,67X,67X_41
8838,22,4001,67X,67X_41
8839,23,7193,67X,67X_41
8840,24,7049,67X,67X_41
8841,25,2236,67X,67X_41
8842,26,2239,67X,67X_41
8843,27,2241,67X,67X_41
8844,28,2242,67X,67X_41
8845,29,7435,67X,67X_41
8846,30,2722,67X,67X_41
8847,31,4413,67X,67X_41
8848,32,1476,67X,67X_41
8849,33,7453,67X,67X_41
8850,34,1478,67X,67X_41
8851,35,1479,67X,67X_41
8852,36,315,67X,67X_41
8853,37,336,67X,67X_41
8854,38,406,67X,67X_41
8855,39,747,67X,67X_41
8856,40,748,67X,67X_41
8857,41,749,67X,67X_41
8858,42,750,67X,67X_41
8859,43,751,67X,67X_41
8860,44,752,67X,67X_41
8861,45,753,67X,67X_41
8862,46,754,67X,67X_41
8863,47,755,67X,67X_41
8864,48,756,67X,67X_41
8865,49,757,67X,67X_41
8866,50,758,67X,67X_41
8867,51,759,67X,67X_41
8868,52,760,67X,67X_41
8869,53,761,67X,67X_41
8870,54,762,67X,67X_41
8871,55,763,67X,67X_41
8872,56,4952,67X,67X_41
11992,1,4952,67X,67X_43
11993,2,768,67X,67X_43
11994,3,769,67X,67X_43
11995,4,770,67X,67X_43
11996,5,771,67X,67X_43
11997,6,772,67X,67X_43
11998,7,773,67X,67X_43
11999,8,774,67X,67X_43
12000,9,775,67X,67X_43
12001,10,776,67X,67X_43
12002,11,777,67X,67X_43
12003,12,779,67X,67X_43
12004,13,780,67X,67X_43
12005,14,781,67X,67X_43
12006,15,782,67X,67X_43
12007,16,783,67X,67X_43
12008,17,784,67X,67X_43
12009,18,785,67X,67X_43
12010,19,786,67X,67X_43
13227,20,6058,67X,67X_43
12011,21,791,67X,67X_43
12012,22,7576,67X,67X_43
12013,24,7585,67X,67X_43
12014,25,7587,67X,67X_43
12015,26,345,67X,67X_43
12016,27,318,67X,67X_43
12017,28,312,67X,67X_43
12018,29,1444,67X,67X_43
12019,30,1445,67X,67X_43
12020,31,1447,67X,67X_43
12021,32,2637,67X,67X_43
12022,33,2721,67X,67X_43
12023,34,7012,67X,67X_43
12024,35,2201,67X,67X_43
12025,36,4401,67X,67X_43
12026,37,2213,67X,67X_43
12027,38,2214,67X,67X_43
12028,39,2215,67X,67X_43
12029,40,7184,67X,67X_43
12030,41,7050,67X,67X_43
12031,42,7185,67X,67X_43
12032,43,7186,67X,67X_43
12033,44,7187,67X,67X_43
12034,45,3947,67X,67X_43
12035,46,3892,67X,67X_43
12036,47,3893,67X,67X_43
12037,48,3895,67X,67X_43
12038,49,3896,67X,67X_43
12039,50,3897,67X,67X_43
12040,51,3898,67X,67X_43
12041,52,3899,67X,67X_43
12042,53,3900,67X,67X_43
12043,54,3901,67X,67X_43
12044,55,3902,67X,67X_43
12045,56,3904,67X,67X_43
12046,57,3905,67X,67X_43
12047,58,7085,67X,67X_43
12048,59,7086,67X,67X_43
12049,60,7087,67X,67X_43
12050,61,7088,67X,67X_43
12051,62,7089,67X,67X_43
12052,63,7091,67X,67X_43
12053,64,3910,67X,67X_43
12054,65,3911,67X,67X_43
12055,66,3912,67X,67X_43
12056,67,3913,67X,67X_43
12057,68,3914,67X,67X_43
12058,69,3925,67X,67X_43
12059,70,3008,67X,67X_43
12060,71,6089,67X,67X_43
9708,1,4495,68,68_78
12412,2,7546,68,68_78
9709,4,1278,68,68_78
9710,5,1282,68,68_78
9711,6,4456,68,68_78
9712,7,1284,68,68_78
9713,8,1285,68,68_78
9714,9,1286,68,68_78
9715,10,1288,68,68_78
9716,11,1289,68,68_78
9717,12,1360,68,68_78
9718,13,1362,68,68_78
9719,14,1363,68,68_78
9720,15,1364,68,68_78
9721,16,1365,68,68_78
9722,17,1366,68,68_78
9723,18,1367,68,68_78
9724,19,1369,68,68_78
9725,20,1370,68,68_78
9726,21,1371,68,68_78
9727,22,1372,68,68_78
9728,23,1373,68,68_78
9729,24,1374,68,68_78
9730,25,1946,68,68_78
9731,26,1947,68,68_78
9732,27,1948,68,68_78
9733,28,1949,68,68_78
9734,29,1950,68,68_78
9735,30,1951,68,68_78
9736,31,1952,68,68_78
9737,32,1953,68,68_78
9738,33,1954,68,68_78
9739,34,1955,68,68_78
9740,35,1956,68,68_78
9741,36,1957,68,68_78
9742,37,1958,68,68_78
9743,38,1959,68,68_78
9744,39,1960,68,68_78
9745,40,4379,68,68_78
9746,41,1968,68,68_78
9747,42,1969,68,68_78
9748,43,1970,68,68_78
9749,44,1971,68,68_78
9750,45,2114,68,68_78
9751,46,2115,68,68_78
9752,47,6011,68,68_78
9753,48,2133,68,68_78
9754,49,6244,68,68_78
9755,50,2134,68,68_78
9756,51,3378,68,68_78
9757,52,3379,68,68_78
9758,53,4669,68,68_78
9759,54,2165,68,68_78
9760,55,2166,68,68_78
9761,56,2167,68,68_78
9762,57,3383,68,68_78
9763,58,3384,68,68_78
9764,59,7483,68,68_78
9765,60,3385,68,68_78
9766,61,3386,68,68_78
9767,62,3387,68,68_78
9768,63,4559,68,68_78
9769,64,3389,68,68_78
9770,65,3390,68,68_78
9771,66,6119,68,68_78
9772,67,3392,68,68_78
9773,68,3393,68,68_78
9774,69,3394,68,68_78
9775,70,3396,68,68_78
9776,71,3397,68,68_78
9777,72,3398,68,68_78
9778,73,3399,68,68_78
9779,74,6187,68,68_78
9780,75,6188,68,68_78
9781,76,6215,68,68_78
9782,77,6184,68,68_78
9634,1,6185,68,68_82
9635,2,6186,68,68_82
9636,3,6216,68,68_82
9637,4,3400,68,68_82
9638,5,3401,68,68_82
9639,6,3402,68,68_82
9640,7,3403,68,68_82
9641,8,3404,68,68_82
9642,9,3405,68,68_82
9643,10,3406,68,68_82
9644,11,3410,68,68_82
9645,12,3407,68,68_82
9646,13,3408,68,68_82
9647,14,3409,68,68_82
9648,15,4558,68,68_82
9649,16,3411,68,68_82
9650,17,3412,68,68_82
9651,18,3413,68,68_82
9652,19,3414,68,68_82
9653,20,3415,68,68_82
9654,21,3416,68,68_82
9655,22,3417,68,68_82
9656,23,3418,68,68_82
9657,24,3419,68,68_82
9658,25,3420,68,68_82
9659,26,3421,68,68_82
9660,27,3422,68,68_82
9661,28,3423,68,68_82
9662,29,2156,68,68_82
9663,30,6014,68,68_82
9664,31,2158,68,68_82
9665,32,2159,68,68_82
9666,33,4409,68,68_82
9667,34,2173,68,68_82
9668,35,2174,68,68_82
9669,36,3425,68,68_82
9670,37,2176,68,68_82
9671,38,2177,68,68_82
9672,39,2178,68,68_82
9673,40,7354,68,68_82
9674,41,1975,68,68_82
9675,42,1977,68,68_82
9676,43,1978,68,68_82
9677,44,1980,68,68_82
9678,45,1981,68,68_82
9679,46,1982,68,68_82
9680,47,4406,68,68_82
9681,48,1984,68,68_82
9682,49,1985,68,68_82
9683,50,1986,68,68_82
9684,51,1987,68,68_82
9685,52,1988,68,68_82
9686,53,1989,68,68_82
9687,54,1375,68,68_82
9688,55,1376,68,68_82
9689,56,1377,68,68_82
9690,57,1378,68,68_82
9691,58,1379,68,68_82
9692,59,1380,68,68_82
9693,60,1381,68,68_82
9694,61,1382,68,68_82
9695,62,1383,68,68_82
9696,63,1384,68,68_82
9697,64,1385,68,68_82
9698,65,1348,68,68_82
9699,66,1349,68,68_82
9700,67,1350,68,68_82
9701,68,1352,68,68_82
9702,69,1353,68,68_82
9703,70,7589,68,68_82
9704,71,1355,68,68_82
9705,72,1357,68,68_82
9706,73,1358,68,68_82
9707,74,7665,68,68_82
11095,1,4495,68A,68A_86
11096,2,1278,68A,68A_86
11097,3,1282,68A,68A_86
11098,4,4456,68A,68A_86
11099,5,1284,68A,68A_86
11100,6,1285,68A,68A_86
11101,7,1286,68A,68A_86
11102,8,1288,68A,68A_86
11103,9,1289,68A,68A_86
11104,10,1360,68A,68A_86
11105,11,1362,68A,68A_86
11106,12,1363,68A,68A_86
11107,13,1364,68A,68A_86
11108,14,1365,68A,68A_86
11109,15,1366,68A,68A_86
11110,16,1367,68A,68A_86
11111,17,1369,68A,68A_86
11112,18,1370,68A,68A_86
11113,19,1371,68A,68A_86
11114,20,1372,68A,68A_86
11115,21,1373,68A,68A_86
11116,22,1374,68A,68A_86
11117,23,1375,68A,68A_86
8318,1,1375,68A,68A_87
8319,2,1376,68A,68A_87
8320,3,1377,68A,68A_87
8321,4,1378,68A,68A_87
8322,5,1379,68A,68A_87
8323,6,1380,68A,68A_87
8324,7,1381,68A,68A_87
8325,8,1382,68A,68A_87
8326,9,1383,68A,68A_87
8327,10,1384,68A,68A_87
8328,11,1385,68A,68A_87
8329,12,1348,68A,68A_87
8330,13,1349,68A,68A_87
8331,14,1350,68A,68A_87
8332,15,1352,68A,68A_87
8333,16,1353,68A,68A_87
8334,17,7589,68A,68A_87
8335,18,1355,68A,68A_87
8336,19,1357,68A,68A_87
8337,20,1358,68A,68A_87
8338,21,7665,68A,68A_87
11723,1,6185,68X,68X_88
11724,2,6186,68X,68X_88
11725,3,6216,68X,68X_88
11726,4,3400,68X,68X_88
11727,5,3401,68X,68X_88
11728,6,3402,68X,68X_88
11729,7,3403,68X,68X_88
11730,8,3404,68X,68X_88
11731,9,3405,68X,68X_88
11732,10,3406,68X,68X_88
11733,11,3410,68X,68X_88
11734,12,3407,68X,68X_88
11735,13,3408,68X,68X_88
11736,14,3409,68X,68X_88
11737,15,4558,68X,68X_88
11738,16,3411,68X,68X_88
11739,17,3412,68X,68X_88
11740,18,3413,68X,68X_88
11741,19,3414,68X,68X_88
11742,20,3415,68X,68X_88
11743,21,3416,68X,68X_88
11744,22,3417,68X,68X_88
11745,23,3418,68X,68X_88
11746,24,3419,68X,68X_88
11747,25,4762,68X,68X_88
11748,26,4763,68X,68X_88
11749,27,6245,68X,68X_88
11750,28,2156,68X,68X_88
11751,29,6014,68X,68X_88
11752,30,6242,68X,68X_88
11753,31,6152,68X,68X_88
11754,32,6153,68X,68X_88
11755,33,6243,68X,68X_88
11756,34,6154,68X,68X_88
11757,35,6155,68X,68X_88
11758,36,1987,68X,68X_88
11759,37,1989,68X,68X_88
11760,38,1995,68X,68X_88
11761,39,1998,68X,68X_88
11762,40,2002,68X,68X_88
11763,41,1358,68X,68X_88
11764,42,7665,68X,68X_88
6238,1,4495,69,69_43
6239,2,4720,69,69_43
6240,3,1443,69,69_43
6241,4,1444,69,69_43
6242,5,1445,69,69_43
6243,6,7078,69,69_43
6244,7,1449,69,69_43
6245,8,1450,69,69_43
6246,9,1451,69,69_43
6247,10,1452,69,69_43
6248,11,2640,69,69_43
6249,12,2641,69,69_43
6250,13,1948,69,69_43
6251,14,1949,69,69_43
6252,15,1950,69,69_43
6253,16,1951,69,69_43
6254,17,1952,69,69_43
6255,18,1953,69,69_43
6256,19,1954,69,69_43
6257,20,1955,69,69_43
6258,21,1956,69,69_43
6259,22,1957,69,69_43
6260,23,1958,69,69_43
6261,24,1959,69,69_43
6262,25,1960,69,69_43
6263,26,4379,69,69_43
6264,27,1968,69,69_43
6265,28,1969,69,69_43
6266,29,1970,69,69_43
6267,30,1971,69,69_43
6268,31,2160,69,69_43
6269,32,2161,69,69_43
6270,33,4665,69,69_43
6271,34,4666,69,69_43
6272,35,4667,69,69_43
6273,36,2162,69,69_43
6274,37,2163,69,69_43
6275,38,2168,69,69_43
6276,39,4536,69,69_43
6277,40,6003,69,69_43
6278,41,5123,69,69_43
6279,42,5124,69,69_43
6280,43,5125,69,69_43
6281,44,6001,69,69_43
6282,45,4438,69,69_43
6283,46,3432,69,69_43
6284,47,3426,69,69_43
6285,48,3434,69,69_43
6286,49,3435,69,69_43
6287,50,3453,69,69_43
6288,51,3437,69,69_43
6289,52,3439,69,69_43
6290,53,3440,69,69_43
6291,54,4557,69,69_43
6292,55,3441,69,69_43
6293,56,4560,69,69_43
6294,57,5126,69,69_43
6295,1,4564,69,69_44
6296,2,3443,69,69_44
6297,3,3444,69,69_44
6298,4,3445,69,69_44
6299,5,3446,69,69_44
6300,6,3447,69,69_44
6301,7,3448,69,69_44
6302,8,3449,69,69_44
6303,9,3436,69,69_44
6304,10,7432,69,69_44
6305,11,3454,69,69_44
6306,12,3455,69,69_44
6307,13,3456,69,69_44
6308,14,3457,69,69_44
6309,15,3438,69,69_44
6310,16,5022,69,69_44
6311,17,6002,69,69_44
6312,18,5119,69,69_44
6313,19,5120,69,69_44
6314,20,5121,69,69_44
6315,21,5122,69,69_44
6316,22,3461,69,69_44
6317,23,4532,69,69_44
6318,24,4534,69,69_44
6319,25,4535,69,69_44
6320,26,2169,69,69_44
6321,27,2170,69,69_44
6322,28,4672,69,69_44
6323,29,3465,69,69_44
6324,30,4673,69,69_44
6325,31,2172,69,69_44
6326,32,2159,69,69_44
6327,33,4409,69,69_44
6328,34,1972,69,69_44
6329,35,1973,69,69_44
6330,36,1974,69,69_44
6331,37,1975,69,69_44
6332,38,1977,69,69_44
6333,39,1978,69,69_44
6334,40,1980,69,69_44
6335,41,1981,69,69_44
6336,42,1982,69,69_44
6337,43,4406,69,69_44
6338,44,1984,69,69_44
6339,45,1985,69,69_44
6340,46,1986,69,69_44
6341,47,1987,69,69_44
6342,48,1988,69,69_44
6343,49,2642,69,69_44
6344,50,7435,69,69_44
6345,51,2722,69,69_44
6346,52,1471,69,69_44
6347,53,1472,69,69_44
6348,54,4408,69,69_44
6349,55,1473,69,69_44
6350,56,1474,69,69_44
6351,57,1476,69,69_44
6352,58,7453,69,69_44
6353,59,1480,69,69_44
6354,60,2912,69,69_44
6355,61,1358,69,69_44
6356,62,7665,69,69_44
11118,1,4495,69X,69X_59
11119,2,4720,69X,69X_59
11120,3,1443,69X,69X_59
11121,4,1444,69X,69X_59
11122,5,1445,69X,69X_59
11123,6,1447,69X,69X_59
11124,7,2637,69X,69X_59
11125,8,1956,69X,69X_59
11126,9,2109,69X,69X_59
11127,10,3427,69X,69X_59
11128,11,3428,69X,69X_59
11129,12,3429,69X,69X_59
11130,13,3432,69X,69X_59
11131,14,3434,69X,69X_59
11132,15,3435,69X,69X_59
11133,16,3453,69X,69X_59
11134,17,3437,69X,69X_59
11135,18,3440,69X,69X_59
11136,19,3441,69X,69X_59
11137,20,4560,69X,69X_59
11138,21,5126,69X,69X_59
9213,1,4564,69X,69X_60
9214,2,3444,69X,69X_60
9215,3,3447,69X,69X_60
9216,4,3454,69X,69X_60
9217,5,3455,69X,69X_60
9218,6,5022,69X,69X_60
9219,7,3461,69X,69X_60
9220,8,4537,69X,69X_60
9221,9,2176,69X,69X_60
9222,10,1982,69X,69X_60
9223,11,7435,69X,69X_60
9224,12,4413,69X,69X_60
9225,13,1480,69X,69X_60
9226,14,1358,69X,69X_60
9227,15,7665,69X,69X_60
2235,1,4962,7,7_66
2236,2,4725,7,7_66
2237,3,273,7,7_66
2238,4,405,7,7_66
2239,5,408,7,7_66
2240,6,409,7,7_66
2241,7,410,7,7_66
2242,8,411,7,7_66
2243,9,412,7,7_66
2244,10,413,7,7_66
2245,11,414,7,7_66
2246,12,415,7,7_66
2247,13,416,7,7_66
2248,14,417,7,7_66
2249,15,418,7,7_66
2250,16,419,7,7_66
2251,17,420,7,7_66
2252,18,421,7,7_66
2253,19,422,7,7_66
2254,20,423,7,7_66
2255,21,424,7,7_66
2256,22,425,7,7_66
2257,23,426,7,7_66
2258,24,427,7,7_66
2259,25,428,7,7_66
2260,26,429,7,7_66
2261,27,3032,7,7_66
2262,28,3033,7,7_66
2263,29,3034,7,7_66
2264,30,3036,7,7_66
2265,31,3037,7,7_66
2266,32,3038,7,7_66
2267,33,3039,7,7_66
2268,34,3040,7,7_66
2269,35,3041,7,7_66
2270,36,3042,7,7_66
2271,37,2035,7,7_66
2272,38,2036,7,7_66
2273,39,2040,7,7_66
2274,40,3047,7,7_66
2275,41,3202,7,7_66
2276,42,3203,7,7_66
2277,43,3204,7,7_66
2278,44,7641,7,7_66
2279,45,7642,7,7_66
2280,46,7643,7,7_66
2281,47,3214,7,7_66
2282,48,3215,7,7_66
2283,49,3216,7,7_66
2284,50,3217,7,7_66
2285,51,3218,7,7_66
2286,52,3219,7,7_66
2287,53,3220,7,7_66
6619,54,4982,7,7_66
6618,55,5046,7,7_66
2288,56,7639,7,7_66
6561,1,7639,7,7_70
6562,2,7640,7,7_70
6563,3,5047,7,7_70
6564,4,3224,7,7_70
6565,5,3225,7,7_70
6566,6,3226,7,7_70
6567,7,3227,7,7_70
6568,8,3228,7,7_70
6569,9,3229,7,7_70
6570,10,7644,7,7_70
6571,11,7645,7,7_70
6572,12,7646,7,7_70
6573,13,3238,7,7_70
6574,14,3239,7,7_70
6575,15,3240,7,7_70
6576,16,3068,7,7_70
6577,17,3069,7,7_70
6578,18,3070,7,7_70
6579,19,2041,7,7_70
6580,20,3071,7,7_70
6581,21,3072,7,7_70
6582,22,3073,7,7_70
6583,23,3074,7,7_70
6584,24,3075,7,7_70
6585,25,3076,7,7_70
6586,26,3077,7,7_70
6587,27,7653,7,7_70
11769,28,6333,7,7_70
6588,29,3084,7,7_70
6589,30,469,7,7_70
6590,31,470,7,7_70
6591,32,471,7,7_70
6592,33,472,7,7_70
6593,34,473,7,7_70
6594,35,4705,7,7_70
6595,36,475,7,7_70
6596,37,476,7,7_70
6597,38,477,7,7_70
6598,39,478,7,7_70
6599,40,479,7,7_70
6600,41,480,7,7_70
6601,42,481,7,7_70
6602,43,482,7,7_70
6603,44,483,7,7_70
6604,45,485,7,7_70
6605,46,487,7,7_70
6606,47,488,7,7_70
6607,48,489,7,7_70
6608,49,490,7,7_70
6609,50,491,7,7_70
6610,51,492,7,7_70
6611,52,493,7,7_70
6612,53,494,7,7_70
6613,54,495,7,7_70
6614,55,400,7,7_70
6615,56,281,7,7_70
6616,57,4,7,7_70
6617,58,4962,7,7_70
4284,1,7333,70,70_60
4285,2,783,70,70_60
4286,3,784,70,70_60
4287,4,785,70,70_60
4288,5,786,70,70_60
4289,6,793,70,70_60
4290,7,7576,70,70_60
4291,8,7586,70,70_60
4292,9,7587,70,70_60
4293,10,7588,70,70_60
4294,11,329,70,70_60
4295,12,1443,70,70_60
4296,13,1444,70,70_60
4297,14,1445,70,70_60
4298,15,1647,70,70_60
4299,16,1648,70,70_60
4300,17,1649,70,70_60
4301,18,1911,70,70_60
4302,19,1913,70,70_60
4303,20,1914,70,70_60
4304,21,1805,70,70_60
4305,22,1806,70,70_60
4306,23,1660,70,70_60
4307,24,1661,70,70_60
4308,25,1662,70,70_60
4309,26,1664,70,70_60
4310,27,1665,70,70_60
4311,28,1666,70,70_60
4312,29,1807,70,70_60
4313,30,7167,70,70_60
4314,31,1808,70,70_60
4315,32,7389,70,70_60
4316,33,4324,70,70_60
4317,34,4769,70,70_60
4318,35,4770,70,70_60
4319,36,4765,70,70_60
4320,37,4766,70,70_60
4321,38,4767,70,70_60
4322,39,4768,70,70_60
4323,40,4325,70,70_60
4324,41,3328,70,70_60
4325,42,3329,70,70_60
4326,43,3330,70,70_60
4327,44,3331,70,70_60
4328,45,3351,70,70_60
4329,46,3332,70,70_60
4330,47,3333,70,70_60
4233,1,3333,70,70_67
4234,2,3334,70,70_67
4235,3,3352,70,70_67
4236,4,3335,70,70_67
4237,5,3336,70,70_67
4238,6,3337,70,70_67
4239,7,3338,70,70_67
4240,8,3339,70,70_67
4241,9,3340,70,70_67
4242,10,4324,70,70_67
4243,11,4769,70,70_67
4244,12,4770,70,70_67
4245,13,4765,70,70_67
4246,14,4766,70,70_67
4247,15,4767,70,70_67
4248,16,4768,70,70_67
4249,17,1845,70,70_67
4250,18,7166,70,70_67
4251,19,1847,70,70_67
4252,20,1696,70,70_67
4253,21,1697,70,70_67
4254,22,1698,70,70_67
4255,23,1699,70,70_67
4256,24,1700,70,70_67
4257,25,1701,70,70_67
4258,26,1702,70,70_67
4259,27,1703,70,70_67
4260,28,1905,70,70_67
4261,29,1906,70,70_67
4262,30,1907,70,70_67
4263,31,1908,70,70_67
4264,32,1909,70,70_67
4265,33,1713,70,70_67
4266,34,1714,70,70_67
4267,35,1715,70,70_67
4268,36,7453,70,70_67
4269,37,1478,70,70_67
4270,38,1479,70,70_67
4271,39,315,70,70_67
4272,40,313,70,70_67
4273,41,349,70,70_67
4274,42,404,70,70_67
4275,43,747,70,70_67
4276,44,748,70,70_67
4277,45,749,70,70_67
4278,46,750,70,70_67
4279,47,751,70,70_67
4280,48,752,70,70_67
4281,49,753,70,70_67
4282,50,7370,70,70_67
4283,51,7339,70,70_67
11292,1,7571,70D,70D_70
11293,2,1644,70D,70D_70
11294,3,1605,70D,70D_70
11295,4,115,70D,70D_70
11296,5,37,70D,70D_70
11297,6,38,70D,70D_70
11298,7,39,70D,70D_70
11299,8,175,70D,70D_70
11300,10,5147,70D,70D_70
11301,11,4498,70D,70D_70
11302,12,1660,70D,70D_70
11303,13,1661,70D,70D_70
11304,14,1662,70D,70D_70
11305,15,1664,70D,70D_70
11306,16,1665,70D,70D_70
11307,17,1666,70D,70D_70
11308,18,1667,70D,70D_70
11309,19,1668,70D,70D_70
11310,20,1669,70D,70D_70
11311,21,1670,70D,70D_70
11312,22,1671,70D,70D_70
11313,23,1672,70D,70D_70
11314,24,1673,70D,70D_70
11315,25,1674,70D,70D_70
11316,26,1675,70D,70D_70
11317,27,1849,70D,70D_70
11318,28,1813,70D,70D_70
11319,29,1814,70D,70D_70
11320,30,4325,70D,70D_70
11321,31,3328,70D,70D_70
11322,32,3329,70D,70D_70
11323,33,3330,70D,70D_70
11324,34,3331,70D,70D_70
11325,35,3351,70D,70D_70
11326,36,3332,70D,70D_70
11327,37,3333,70D,70D_70
11251,1,3333,70D,70D_71
11252,2,3334,70D,70D_71
11253,3,3352,70D,70D_71
